ClassNumber,Mnemonic,Number,Section,Type,Units,Instructor,Days,Room,Title,Topic,Status,Enrollment,EnrollmentLimit,Waitlist
20917,SARC,9998,006,Independent Study,"1 - 12","Andrew Mondschein","TBA","TBA","Non-Topical Doctoral Prep","",Closed,1,1,0
20918,SARC,9998,007,Independent Study,"1 - 12","Michael Lee","TBA","TBA","Non-Topical Doctoral Prep","",Open,1,2,0
20998,SARC,9998,008,Independent Study,"1 - 12","Barbara Wilson","TBA","TBA","Non-Topical Doctoral Prep","",Closed,1,1,0
14926,SARC,9999,001,Independent Study,"1 - 12","Timothy Beatley","TBA","TBA","Non-Topical Research","",Open,1,2,0
14927,SARC,9999,002,Independent Study,"1 - 12","Ellen Bassett","TBA","TBA","Non-Topical Research","",Open,0,2,0
14928,SARC,9999,003,Independent Study,"1 - 12","Shiqiao Li","TBA","TBA","Non-Topical Research","",Open,0,2,0
15017,SARC,9999,004,Independent Study,"1 - 12","Nana Last","TBA","TBA","Non-Topical Research","",Open,0,2,0
19562,SAST,2559,002,Lecture,"3","Bilal Hashmi","TuTh 2:00PM - 3:15PM","Brooks Hall 103","New Course in South Asian Studies","From Page to Stage/Screen",Open,6,13,0
20382,SAST,2559,004,Lecture,"3","Bilal Hashmi","TuTh 9:30AM - 10:45AM","Gibson Hall 287","New Course in South Asian Studies","Literature and Society:Animals",Open,3,6,0
20271,SAST,4991,001,Seminar,"3","Mehr Farooqi","Tu 3:30PM - 6:00PM","Nau Hall 287","South Asian Studies Capstone Seminar","",Open,2,6,0
20009,SAST,4993,001,Independent Study,"1 - 3","Bilal Hashmi","TBA","TBA","Independent Study","",Closed,2,2,0
13336,SATR,3000,001,Seminar,"3","Mehr Farooqi","Mo 6:00PM - 8:30PM","New Cabell Hall 132","Women Writing in India & Pakistan: 1947-Present","",Closed,20,20,0
12105,SLAV,2360,001,Lecture,"3","Stanley Stepanic","MoWe 3:30PM - 4:45PM","Clark Hall 108","Dracula","",Closed,152,150,0
12244,SLAV,2360,002,Lecture,"3","Stanley Stepanic","MoWe 5:00PM - 6:15PM","Clark Hall 108","Dracula","",Closed,151,150,0
19940,SLAV,5100,001,Lecture,"3","Mark Elson","MoWe 8:30AM - 9:45AM","New Cabell Hall 115","Old Church Slavonic","",Closed,16,15,0
10882,SLAV,8998,001,Independent Study,"1 - 12","Edith Clowes","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,1,20,0
10883,SLAV,8999,001,Independent Study,"1 - 12","Edith Clowes","TBA","TBA","Non-Topical Research","",Open,0,20,0
10884,SLAV,9998,001,Independent Study,"1 - 12","Edith Clowes","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,1,20,0
10885,SLAV,9999,001,Independent Study,"1 - 12","Edith Clowes","TBA","TBA","Non-Topical Research","",Open,4,30,0
10886,SOC,1010,100,Lecture,"3","Rose Buckelew","MoWe 9:00AM - 9:50AM","Wilson Hall 301","Introductory Sociology","",Open,177,180,0
10887,SOC,1010,101,Discussion,"0","Hexuan Zhang","Fr 11:00AM - 11:50AM","Wilson Hall 244","Introductory Sociology","",Open,19,20,0
10888,SOC,1010,102,Discussion,"0","Hexuan Zhang","Fr 3:00PM - 3:50PM","New Cabell Hall 415","Introductory Sociology","",Open,17,20,0
12582,SOC,1010,103,Discussion,"0","Patrice Wright","Fr 9:00AM - 9:50AM","New Cabell Hall 209","Introductory Sociology","",Closed,21,20,0
12561,SOC,1010,104,Discussion,"0","Yen-Yu Lin","Th 8:00AM - 8:50AM","New Cabell Hall 211","Introductory Sociology","",Closed,20,20,0
10890,SOC,1010,105,Discussion,"0","Patrice Wright","Fr 12:00PM - 12:50PM","New Cabell Hall 044","Introductory Sociology","",Closed,20,20,0
13544,SOC,1010,106,Discussion,"0","Patrice Wright","Fr 1:00PM - 1:50PM","New Cabell Hall 411","Introductory Sociology","",Closed,20,20,0
10891,SOC,1010,107,Discussion,"0","Hexuan Zhang","Fr 2:00PM - 2:50PM","New Cabell Hall 415","Introductory Sociology","",Closed,20,20,0
13545,SOC,1010,109,Discussion,"0","Yen-Yu Lin","Th 1:00PM - 1:50PM","New Cabell Hall 415","Introductory Sociology","",Closed,20,20,0
10889,SOC,1010,110,Discussion,"0","Yen-Yu Lin","Th 9:00AM - 9:50AM","New Cabell Hall 415","Introductory Sociology","",Closed,20,20,0
11846,SOC,2052,100,Lecture,"3","William Wilcox","MoWe 11:00AM - 11:50AM","Minor Hall 125","Sociology of the Family","",Open,171,180,0
11847,SOC,2052,102,Discussion,"0","Josh Chen","Fr 3:00PM - 3:50PM","New Cabell Hall 183","Sociology of the Family","",Open,19,20,0
12572,SOC,2052,103,Discussion,"0","Josh Chen","Fr 1:00PM - 1:50PM","New Cabell Hall 044","Sociology of the Family","",Open,19,20,0
13547,SOC,2052,104,Discussion,"0","Su Yeone Jeon","Th 9:00AM - 9:50AM","New Cabell Hall 395","Sociology of the Family","",Closed,20,20,0
13548,SOC,2052,105,Discussion,"0","Su Yeone Jeon","Th 8:00AM - 8:50AM","New Cabell Hall 187","Sociology of the Family","",Closed,20,20,0
12573,SOC,2052,106,Discussion,"0","Elene Kekelia","Fr 8:00AM - 8:50AM","New Cabell Hall 115","Sociology of the Family","",Open,17,20,0
12574,SOC,2052,107,Discussion,"0","Elene Kekelia","Fr 11:00AM - 11:50AM","Cocke Hall 115","Sociology of the Family","",Open,18,20,0
12575,SOC,2052,108,Discussion,"0","Elene Kekelia","Fr 9:00AM - 9:50AM","New Cabell Hall 315","Sociology of the Family","",Open,18,20,0
13549,SOC,2052,109,Discussion,"0","Su Yeone Jeon","Th 1:00PM - 1:50PM","Shannon House 111","Sociology of the Family","",Closed,20,20,0
12583,SOC,2052,111,Discussion,"0","Josh Chen","Fr 2:00PM - 2:50PM","New Cabell Hall 183","Sociology of the Family","",Closed,20,20,0
13550,SOC,2220,100,Lecture,"3","Jeb Sprague","TuTh 9:00AM - 9:50AM","Nau Hall 211","Social Problems","",Open,57,60,0
13551,SOC,2220,101,Discussion,"0","Colin Arnold","Mo 9:00AM - 9:50AM","Bryan Hall 328","Social Problems","",Open,18,20,0
13552,SOC,2220,102,Discussion,"0","Colin Arnold","Mo 10:00AM - 10:50AM","Bryan Hall 328","Social Problems","",Closed,20,20,0
13553,SOC,2220,103,Discussion,"0","Colin Arnold","Mo 12:00PM - 12:50PM","New Cabell Hall 211","Social Problems","",Closed,19,20,0
12013,SOC,2230,100,Lecture,"3","Fiona Greenland","MoWe 2:00PM - 2:50PM","Wilson Hall 301","Criminology","",Open,178,180,0
13558,SOC,2230,102,Discussion,"0","Alida Goffinski","Th 1:00PM - 1:50PM","New Cabell Hall 027","Criminology","",Closed,20,20,0
13559,SOC,2230,103,Discussion,"0","Alexander C Sutton","Fr 9:00AM - 9:50AM","New Cabell Hall 338","Criminology","",Closed,20,20,0
13560,SOC,2230,104,Discussion,"0","Alida Goffinski","Th 8:00AM - 8:50AM","New Cabell Hall 283","Criminology","",Closed,20,20,0
13561,SOC,2230,105,Discussion,"0","Alida Goffinski","Th 2:00PM - 2:50PM","Dell 2 102","Criminology","",Closed,22,20,0
13563,SOC,2230,107,Discussion,"0","Alexander C Sutton","Fr 2:00PM - 2:50PM","New Cabell Hall 044","Criminology","",Closed,20,20,0
13565,SOC,2230,109,Discussion,"0","Alexander C Sutton","Fr 12:00PM - 12:50PM","New Cabell Hall 211","Criminology","",Closed,20,20,0
20987,SOC,2230,110,Discussion,"0","Shayne Zaslow","Fr 2:00PM - 2:50PM","New Cabell Hall 411","Criminology","",Closed,19,20,0
20988,SOC,2230,111,Discussion,"0","Shayne Zaslow","Fr 8:00AM - 8:50AM","New Cabell Hall 191","Criminology","",Open,16,20,0
20989,SOC,2230,112,Discussion,"0","Shayne Zaslow","Fr 3:00PM - 3:50PM","New Cabell Hall 303","Criminology","",Closed,21,20,0
13018,SOC,2320,100,Lecture,"3","Jennifer Bair","TuTh 11:00AM - 11:50AM","Gilmer Hall 190","Gender and Society","",Closed,120,120,0
13019,SOC,2320,101,Discussion,"0","Abigail Moore","Mo 12:00PM - 12:50PM","Cocke Hall 115","Gender and Society","",Closed,20,20,0
13020,SOC,2320,102,Discussion,"0","Bailey Troia","Fr 3:00PM - 3:50PM","New Cabell Hall 187","Gender and Society","",Closed,20,20,0
13021,SOC,2320,103,Discussion,"0","Abigail Moore","Mo 3:00PM - 3:50PM","Dell 2 102","Gender and Society","",Closed,20,20,0
13022,SOC,2320,104,Discussion,"0","Abigail Moore","Mo 2:00PM - 2:50PM","Dell 2 102","Gender and Society","",Closed,20,20,0
13023,SOC,2320,105,Discussion,"0","Bailey Troia","Fr 2:00PM - 2:50PM","New Cabell Hall 115","Gender and Society","",Closed,21,20,0
13024,SOC,2320,106,Discussion,"0","Bailey Troia","Fr 9:00AM - 9:50AM","New Cabell Hall 383","Gender and Society","",Open,19,20,0
18970,SOC,2442,100,Lecture,"3","Milton Vickerman","MoWe 12:00PM - 12:50PM","Monroe Hall 124","Systems of Inequality","",Open,56,60,0
18971,SOC,2442,101,Discussion,"0","Linh Vinh","Fr 9:00AM - 9:50AM","New Cabell Hall 485","Systems of Inequality","",Open,19,20,0
18972,SOC,2442,102,Discussion,"0","Linh Vinh","Fr 8:00AM - 8:50AM","New Cabell Hall 183","Systems of Inequality","",Open,15,20,0
18973,SOC,2442,103,Discussion,"0","Linh Vinh","Fr 2:00PM - 2:50PM","New Cabell Hall 368","Systems of Inequality","",Closed,22,22,0
10893,SOC,3020,100,Lecture,"3","Jagdish Kumar","MoWe 1:00PM - 1:50PM","Monroe Hall 124","Introduction to Social Theory","",Open,59,60,0
10894,SOC,3020,101,Discussion,"0","Vasfiye Toprak","Fr 9:00AM - 9:50AM","New Cabell Hall 032","Introduction to Social Theory","",Open,19,20,0
10895,SOC,3020,102,Discussion,"0","Vasfiye Toprak","Fr 2:00PM - 2:50PM","The Rotunda Room 150","Introduction to Social Theory","",Closed,20,20,0
10896,SOC,3020,103,Discussion,"0","Vasfiye Toprak","Fr 3:00PM - 3:50PM","The Rotunda Room 150","Introduction to Social Theory","",Closed,20,20,0
18981,SOC,3090,001,Lecture,"3","Stephan Fuchs","TuTh 11:00AM - 12:15PM","New Cabell Hall 232","Philosophical Foundations of Social Theory","",Open,34,35,0
13567,SOC,3110,001,Lecture,"3","Thomas Guterbock","MoWe 2:00PM - 3:15PM","Dell 2 100","Introduction to Survey Research Methods","",Open,18,20,0
10897,SOC,3130,100,Lecture,"4","Elizabeth Gorman","MoWe 9:00AM - 9:50AM","Monroe Hall 130","Introduction to Social Statistics","",Open,64,72,0
10898,SOC,3130,101,Laboratory,"0","Yapeng Wang","Th 10:00AM - 11:50AM","Gibson Hall 041","Introduction to Social Statistics","",Open,15,18,0
10899,SOC,3130,102,Laboratory,"0","Yapeng Wang","Th 1:00PM - 2:50PM","Gibson Hall 041","Introduction to Social Statistics","",Open,14,18,0
10900,SOC,3130,103,Laboratory,"0","Di Shao","Fr 9:00AM - 10:50AM","Gibson Hall 041","Introduction to Social Statistics","",Closed,18,18,0
12106,SOC,3130,104,Laboratory,"0","Di Shao","Fr 2:00PM - 3:50PM","New Cabell Hall 268","Introduction to Social Statistics","",Open,17,18,0
18977,SOC,3180,001,Lecture,"3","Simone Polillo","TuTh 12:30PM - 1:45PM","Clark Hall G004","Sociology of Emotions","",Closed,36,35,0
18966,SOC,3290,100,Lecture,"3","Allison Pugh","MoWe 10:00AM - 10:50AM","Monroe Hall 124","Sociology of Childhood","",Open,37,60,0
18967,SOC,3290,101,Discussion,"0","Brooke Dinsmore","Fr 9:00AM - 9:50AM","New Cabell Hall 594","Sociology of Childhood","",Open,8,20,0
18968,SOC,3290,102,Discussion,"0","Brooke Dinsmore","Fr 8:00AM - 8:50AM","New Cabell Hall 594","Sociology of Childhood","",Open,12,20,0
18969,SOC,3290,103,Discussion,"0","Brooke Dinsmore","Fr 2:00PM - 2:50PM","New Cabell Hall 211","Sociology of Childhood","",Open,17,20,0
13568,SOC,3310,001,Lecture,"3","David Skubby","TuTh 3:30PM - 4:45PM","New Cabell Hall 058","Sociology of Self","",Open,25,35,0
11895,SOC,3410,001,Lecture,"3","Milton Vickerman","MoWe 3:30PM - 4:45PM","New Cabell Hall 323","Race and Ethnic Relations","",Closed,37,35,0
18979,SOC,3480,001,Lecture,"3","Yingyao Wang","TuTh 11:00AM - 12:15PM","New Cabell Hall 309","Sociology of Globalization","",Open,33,35,0
13569,SOC,3490,001,Lecture,"3","Ekaterina Makarova","TuTh 2:00PM - 3:15PM","New Cabell Hall 309","Cities and Cultures","",Open,32,35,0
12562,SOC,3700,100,Lecture,"3","David Skubby","MoWe 1:00PM - 1:50PM","Nau Hall 211","Health and Society","",Open,52,60,0
18984,SOC,3700,101,Discussion,"0","Heidi Nicholls","Fr 9:00AM - 9:50AM","New Cabell Hall 187","Health and Society","",Open,19,20,0
18985,SOC,3700,102,Discussion,"0","Heidi Nicholls","Fr 1:00PM - 1:50PM","Maury Hall 113","Health and Society","",Closed,20,20,0
18986,SOC,3700,103,Discussion,"0","Heidi Nicholls","Fr 2:00PM - 2:50PM","New Cabell Hall 187","Health and Society","",Open,13,20,0
18974,SOC,3820,001,Lecture,"3","Adam Slez","MoWe 2:00PM - 3:15PM","New Cabell Hall 232","Social Movements","",Open,33,35,0
18982,SOC,4053,001,Lecture,"3","Josipa Roksa","TuTh 12:30PM - 1:45PM","New Cabell Hall 395","Sociology of Education","",Closed,19,20,0
13570,SOC,4054,001,Seminar,"3","Yingyao Wang","TuTh 2:00PM - 3:15PM","New Cabell Hall 191","Political Sociology","",Open,16,20,0
13571,SOC,4100,001,Lecture,"3","Sabrina Pendergrass","TuTh 11:00AM - 12:15PM","New Cabell Hall 395","Sociology of the African-American Community","",Closed,19,20,0
13151,SOC,4190,001,Seminar,"3","Elizabeth Gorman","MoWe 2:00PM - 3:15PM","New Cabell Hall 191","Gender and Work","",Open,15,20,0
18976,SOC,4230,001,Lecture,"3","Rose Buckelew","TuTh 9:30AM - 10:45AM","New Cabell Hall 332","Deviance and Social Control","",Closed,20,20,0
12712,SOC,4410,001,Seminar,"3","Stephan Fuchs","TuTh 2:00PM - 3:15PM","New Cabell Hall 395","Sociological Phenomenology","",Open,17,20,0
18975,SOC,4559,001,Seminar,"3","David Skubby","MoWe 3:30PM - 4:45PM","Cocke Hall 101","New Course in Sociology","Autism, Culture & Society",Open,8,20,0
18983,SOC,4559,002,Seminar,"3","William Wilcox","MoWe 2:00PM - 3:15PM","New Cabell Hall 303","New Course in Sociology","Unequal Families",Open,19,20,0
18980,SOC,4750,001,Seminar,"3","Rose Buckelew","TuTh 12:30PM - 1:45PM","New Cabell Hall 303","Racism","",Closed,20,20,0
18978,SOC,4860,001,Lecture,"3","Ekaterina Makarova","TuTh 11:00AM - 12:15PM","New Cabell Hall 315","Sociology of Religion","",Open,9,20,0
10901,SOC,4970,001,Independent Study,"1 - 12","Allison Pugh","TBA","TBA","Special Studies in Sociology","",Open,0,5,0
13425,SOC,4970,003,Independent Study,"1 - 12","Stephan Fuchs","TBA","TBA","Special Studies in Sociology","",Open,0,1,0
20495,SOC,4970,004,Independent Study,"1 - 12","Sarah Corse","TBA","TBA","Special Studies in Sociology","",Closed,1,1,0
12014,SOC,4981,001,Independent Study,"3","Allison Pugh","TBA","TBA","Distinguished Majors Thesis Writing","",Open,0,12,0
13400,SOC,4981,002,Independent Study,"3","Ekaterina Makarova","TBA","TBA","Distinguished Majors Thesis Writing","",Open,0,12,0
13412,SOC,4981,003,Independent Study,"3","Jennifer Bair","TBA","TBA","Distinguished Majors Thesis Writing","",Open,0,30,0
13929,SOC,4981,004,Independent Study,"3","Yingyao Wang","TBA","TBA","Distinguished Majors Thesis Writing","",Open,0,30,0
11136,SOC,5060,001,Lecture,"3","Jeffrey Olick","Tu 9:30AM - 12:00PM","Randall Hall 112","Contemporary Sociological Theory","",Open,7,12,0
18988,SOC,5080,001,Lecture,"3","Jagdish Kumar","We 3:30PM - 6:00PM","Randall Hall 112","Comparative Historical Sociology","",Open,6,12,0
12563,SOC,5100,001,Lecture,"3","Fiona Greenland","Mo 9:30AM - 12:00PM","Randall Hall 112","Research Design and Methods","",Open,7,12,0
13573,SOC,5110,001,Seminar,"3","Thomas Guterbock","MoWe 2:00PM - 3:15PM","Dell 2 100","Survey Research Methods","",Open,3,5,0
10902,SOC,5120,100,Seminar,"4","Adam Slez","We 9:30AM - 12:00PM","Randall Hall 112","Intermediate Statistics","",Open,6,12,0
10903,SOC,5120,101,Laboratory,"0","Kimberly Ganczak","Fr 2:00PM - 3:50PM","Bryan Hall 203","Intermediate Statistics","",Open,6,12,0
18987,SOC,5900,001,Seminar,"3","Simone Polillo","Tu 2:00PM - 4:30PM","Randall Hall 112","Economic Sociology","",Open,6,12,0
10904,SOC,8040,001,Lecture,"1","Jeffrey Olick","Th 3:30PM - 5:00PM","New Cabell Hall 323","Sociological Issues","",Open,18,45,0
10905,SOC,8998,001,Independent Study,"1 - 12","Josipa Roksa","TBA","TBA","Non-Topical Research, Preparation for Research","",Open,6,40,0
10906,SOC,8999,001,Independent Study,"1 - 12","Josipa Roksa","TBA","TBA","Non-Topical Research","",Open,1,40,0
12614,SOC,8999,003,Independent Study,"1 - 12","Jeffrey Olick","TBA","TBA","Non-Topical Research","",Open,1,30,0
12615,SOC,8999,004,Independent Study,"1 - 12","Isaac Reed","TBA","TBA","Non-Topical Research","",Open,3,30,0
12616,SOC,8999,005,Independent Study,"1 - 12","Andrea Press","TBA","TBA","Non-Topical Research","",Open,1,30,0
12812,SOC,8999,008,Independent Study,"1 - 12","Staff","TBA","TBA","Non-Topical Research","",Open,0,30,0
12813,SOC,8999,009,Independent Study,"1 - 12","Staff","TBA","TBA","Non-Topical Research","",Open,0,30,0
10907,SOC,9010,001,Independent Study,"1 - 12","Ekaterina Makarova","TBA","TBA","Directed Reading","",Open,1,5,0
21210,SOC,9010,002,Independent Study,"1 - 12","Fiona Greenland","TBA","TBA","Directed Reading","",Open,1,5,0
20907,SOC,9510,001,Seminar,"3","Jeffrey Olick","TBA","TBA","Advanced Topics in Culture","Memory Activism",Open,1,3,0
20908,SOC,9510,002,Seminar,"3","Isaac Reed","TBA","TBA","Advanced Topics in Culture","Trust and Civil Society",Open,1,3,0
20909,SOC,9520,001,Seminar,"3","Allison Pugh","TBA","TBA","Advanced Topics in Social Inequality","The Sociology of Reproduction",Open,1,3,0
20910,SOC,9530,001,Seminar,"3","Milton Vickerman","TBA","TBA","Advanced Topics in Race, Ethnicity and Migration","Race & Criminal Justice System",Open,1,3,0
20911,SOC,9540,001,Seminar,"3","Elizabeth Gorman","TBA","TBA","Advanced Topics in Economic Sociology and Organizations","Organizational Inequality",Open,1,3,0
20912,SOC,9550,001,Seminar,"3","Jennifer Bair","TBA","TBA","Advanced Topics in Development and Globalization","Soc of Agriculture & Food",Open,2,3,0
10908,SOC,9998,001,Independent Study,"1 - 12","Josipa Roksa","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,0,40,0
13325,SOC,9998,002,Independent Study,"1 - 12","Isaac Reed","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,1,25,0
11897,SOC,9998,005,Independent Study,"1 - 12","Allison Pugh","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,1,25,0
11899,SOC,9998,007,Independent Study,"1 - 12","Andrea Press","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,1,25,0
12577,SOC,9998,009,Independent Study,"1 - 12","Jennifer Bair","TBA","TBA","Non-Topical Research, Preparation for Doctoral Research","",Open,1,30,0
10909,SOC,9999,001,Independent Study,"1 - 12","Josipa Roksa","TBA","TBA","Non-Topical Research","",Open,0,40,0
11902,SOC,9999,004,Independent Study,"1 - 12","Isaac Reed","TBA","TBA","Non-Topical Research","",Open,1,25,0
13316,SOC,9999,005,Independent Study,"1 - 12","Allison Pugh","TBA","TBA","Non-Topical Research","",Open,2,25,0
12578,SOC,9999,008,Independent Study,"1 - 12","Sarah Corse","TBA","TBA","Non-Topical Research","",Open,1,25,0
12579,SOC,9999,010,Independent Study,"1 - 12","Jeffrey Olick","TBA","TBA","Non-Topical Research","",Open,1,25,0
14572,SOC,9999,012,Independent Study,"1 - 12","Sabrina Pendergrass","TBA","TBA","Non-Topical Research","",Open,1,25,0
14623,SOC,9999,013,Independent Study,"1 - 12","Andrea Press","TBA","TBA","Non-Topical Research","",Open,2,25,0
20880,SOC,9999,014,Independent Study,"1 - 12","Jennifer Bair","TBA","TBA","Non-Topical Research","",Open,2,25,0
10910,SPAN,1020,002,Lecture,"4","Kate Neff","MoWeFr 9:00AM - 9:50AM","Wilson Hall 244","Elementary Spanish","",Closed,18,18,0
10911,SPAN,1020,003,Lecture,"4","Kate Neff","MoWeFr 10:00AM - 10:50AM","Wilson Hall 244","Elementary Spanish","",Closed,17,18,0
10912,SPAN,1020,004,Lecture,"4","Esperanza Gorriz Jarque","MoWeFr 11:00AM - 11:50AM","New Cabell Hall 407","Elementary Spanish","",Open,14,18,0
